ID,cardID,layout,name,manaCost,cmc,colors,rarity,type,types,subtypes,text,flavorText,power,toughness,colorIdentity,multiverseID,expansion,price,inventory,foilPrice,foilInventory,priceLastUpdated,onlineOnlyVersion,backroom,showcase,foilBackroom,foilShowcase
154444,a84f1040c78f5b3bd3e8d5230709b19945fed08e,normal,Favorable Winds,{1}{U},2,Blue,Uncommon,Enchantment,Enchantment,,Creatures you control with flying get +1/+1.,"Long thought to be extinct, flocks of gryffs reappeared with Avacyn's return.",,,U,382266,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681708367,0,0,0,0,0
154445,bbe47277a78ad250b54e68b5edd5d73b1a3f5ec2,normal,Grixis Illusionist,{U},1,Blue,Common,Creature — Human Wizard,Creature,"Human,Wizard",{T}: Target land you control becomes the basic land type of your choice until end of turn.,"""It's simple, really. If they can't find us, they can't kill us.""",1,1,U,382279,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681708764,0,0,0,0,0
154446,678b9daa0b00fc496adbc69f4fd540dc679f5b85,normal,Jetting Glasskite,{4}{U}{U},6,Blue,Uncommon,Creature — Spirit,Creature,Spirit,"Flying
Whenever Jetting Glasskite becomes the target of a spell or ability for the first time each turn, counter that spell or ability.","The bolt struck with a flash, and there was a terrible sound, as of glass shattering, but the creature was unharmed.",4,4,U,382293,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681709105,0,0,0,0,0
154447,b1d1215acea6fbbf6ead0c19a31555c0175acfa8,normal,Minamo Scrollkeeper,{1}{U},2,Blue,Common,Creature — Human Wizard,Creature,"Human,Wizard",Defender
Your maximum hand size is increased by one.,"The scrollkeepers never stepped an inch away from the doors of the Great Library, not even when the ogres and their oni masters swept through Minamo.",2,3,U,382307,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681709524,0,0,0,0,0
154448,cdfe851b62f1d4a5ba28810a70119d72bec06746,normal,Misdirection,{3}{U}{U},5,Blue,Rare,Instant,Instant,,You may exile a blue card from your hand rather than pay Misdirection's mana cost.
Change the target of target spell with a single target.,,,,U,382310,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681709879,0,0,0,0,0
154449,5d69bb94eef310ba3cd676771fcf699d5600b6d5,normal,Plated Seastrider,{U}{U},2,Blue,Common,Creature — Beast,Creature,Beast,,The Neurok buried entangling cables just under the Quicksilver Sea. One seastrider harvest can provide an army's worth of armor and shields.,1,4,U,382328,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681710276,0,0,0,0,0
154450,955a40d1cb0d1131d21df158eb4d92947867fd8c,normal,Reckless Scholar,{2}{U},3,Blue,Common,Creature — Human Wizard,Creature,"Human,Wizard","{T}: Target player draws a card, then discards a card.","Any good prospector must sift the gold from the sand.",2,1,U,382340,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681710658,0,0,0,0,0
154451,db14f4a829ad75158a84fc9767400d188b0644c4,normal,Screaming Seahawk,{4}{U},5,Blue,Common,Creature — Bird,Creature,Bird,"Flying
When Screaming Seahawk enters the battlefield, you may search your library for a card named Screaming Seahawk, reveal it, and put it into your hand. If you do, shuffle your library.",,2,2,U,382354,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681711017,0,0,0,0,0
154452,910d24f80861ff924e021514eeb1fc7987abc626,normal,Shoreline Ranger,{5}{U},6,Blue,Common,Creature — Bird Soldier,Creature,"Bird,Soldier","Flying
Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, and put it into your hand. Then shuffle your library.)",,3,4,U,382361,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681711403,0,0,0,0,0
154453,2f92269144cc68b9ce090dfb2de775b1a7319cfa,normal,Stasis Cell,{4}{U},5,Blue,Common,Enchantment — Aura,Enchantment,Aura,Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
{3}{U}: Attach Stasis Cell to target creature.,The Simic created the cells to preserve their experiments. The Azorius put the cells to use on the guilty.,,,U,382375,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681711768,0,0,0,0,0
154454,bd1c814b8ee858506b85daefbdc584b4fa88bf17,normal,Stifle,{U},1,Blue,Rare,Instant,Instant,,Counter target activated or triggered ability. (Mana abilities can't be targeted.),"""Superior force meets woefully inadequate object. What paradox were you expecting?""
—Azguri, archmage of Evos Isle",,,U,382377,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681712097,0,0,0,0,0
154455,31879bfcc49a29069a8f5f80cd97f7a163b5e991,normal,Traveler's Cloak,{2}{U},3,Blue,Common,Enchantment — Aura,Enchantment,Aura,"Enchant creature
As Traveler's Cloak enters the battlefield, choose a land type.
When Traveler's Cloak enters the battlefield, draw a card.
Enchanted creature has landwalk of the chosen type. (It can't be blocked as long as defending player controls a land of that type.)",,,,U,382385,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681712453,0,0,0,0,0
154456,922658f12797270887f0619eeca6db4db1f534c3,normal,Turn the Tide,{1}{U},2,Blue,Common,Instant,Instant,,Creatures your opponents control get -2/-0 until end of turn.,"""Let their mindless armies come and face the might of genius.""
—Varil, Neurok partisan",,,U,382388,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681712823,0,0,0,0,0
154457,5db3e9fbf6845d6cb132980e797682a378cd41df,normal,Wind Dancer,{1}{U},2,Blue,Uncommon,Creature — Faerie,Creature,Faerie,Flying
{T}: Target creature gains flying until end of turn.,"Take my hand and dance to the music of the winds.",1,1,U,382407,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681713228,0,0,0,0,0
154458,7ab9f150e1acaec361e618f250d1d560f3c2fec7,normal,Altar's Reap,{1}{B},2,Black,Common,Instant,Instant,,"As an additional cost to cast Altar's Reap, sacrifice a creature.
Draw two cards.","""Don't worry, your death will be as informative as possible.""
—Gorghul, augur of skulls",,,B,382213,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681713557,0,0,0,0,0
154459,3a54ce3ef12b4d1d6c8cc86df6b5e34dd260a2be,normal,Assassinate,{2}{B},3,Black,Common,Sorcery,Sorcery,,Destroy target tapped creature.,"""This is how wars are won—not with armies of soldiers but with a single knife blade, artfully placed.""
—Yurin, royal assassin",,,B,382215,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681713908,0,0,0,0,0
154460,12f105fda55710b113ae2e107e92e8a38dd54ab1,normal,Ill-Gotten Gains,{2}{B}{B},4,Black,Rare,Sorcery,Sorcery,,"Exile Ill-Gotten Gains. Each player discards his or her hand, then returns up to three cards from his or her graveyard to his or her hand.",Urza thought it a crusade. Xantcha knew it was a robbery.,,,B,382288,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681714287,0,0,0,0,0
154461,b73d9d8a7505450e65c4b020cdb6da2a869040b6,normal,Infectious Horror,{3}{B},4,Black,Common,Creature — Zombie Horror,Creature,"Zombie,Horror","Whenever Infectious Horror attacks, each opponent loses 2 life.",Not once in the history of Grixis has anyone died of old age.,2,2,B,382290,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681714934,0,0,0,0,0
154462,a90741d42178cb1c17c9b8f4956a881baf885aa9,normal,Liliana's Specter,{1}{B}{B},3,Black,Common,Creature — Specter,Creature,Specter,"Flying
When Liliana's Specter enters the battlefield, each opponent discards a card.","The finest minions know what I need without me ever saying a thing."
—Liliana Vess,2,1,B,382296,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681715335,0,0,0,0,0
154463,cb0f90ba5011c60772af938a8889319428674008,normal,Magus of the Mirror,{4}{B}{B},6,Black,Rare,Creature — Human Wizard,Creature,"Human,Wizard","{T}, Sacrifice Magus of the Mirror: Exchange life totals with target opponent. Activate this ability only during your upkeep.","""Behold! The image of the enemy and all that she has. Trust your envy, and take it.""",4,2,B,382301,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681715732,0,0,0,0,0
154464,c1eb550192b88b09721f688027c0de63d2ef1d42,normal,Morkrut Banshee,{3}{B}{B},5,Black,Uncommon,Creature — Spirit,Creature,Spirit,"Morbid — When Morkrut Banshee enters the battlefield, if a creature died this turn, target creature gets -4/-4 until end of turn.","""Let go your grudges, or risk wandering the bogs forever in a murderous rage.""
—Hildin, priest of Avacyn",4,4,B,382312,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681716144,0,0,0,0,0
154465,56af7b412f8135229e105d94d8ea2ef3e0763c0c,normal,Necromantic Thirst,{2}{B}{B},4,Black,Common,Enchantment — Aura,Enchantment,Aura,"Enchant creature
Whenever enchanted creature deals combat damage to a player, you may return target creature card from your graveyard to your hand.",,,,B,382317,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681716550,0,0,0,0,0
154466,c14c8d4e1e27bce94407c55b8e651d0471dc3123,normal,Phage the Untouchable,{3}{B}{B}{B}{B},7,Black,Mythic Rare,Legendary Creature — Avatar Minion,Creature,"Avatar,Minion","When Phage the Untouchable enters the battlefield, if you didn't cast it from your hand, you lose the game.
Whenever Phage deals combat damage to a creature, destroy that creature. It can't be regenerated.
Whenever Phage deals combat damage to a player, that player loses the game.",,4,4,B,382324,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681716956,0,0,0,0,0
154467,a08070e5355c790809bdcca2ea41d76b129d1d74,normal,Plagued Rusalka,{B},1,Black,Uncommon,Creature — Spirit,Creature,Spirit,"{B}, Sacrifice a creature: Target creature gets -1/-1 until end of turn.","""Look at her, once filled with innocence. Death has a way of wringing away such . . . deficiencies.""
—Savra",1,1,B,382327,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681717659,0,0,0,0,0
154468,b69d11f5b59407b87b49ed005100a9eb2928345f,normal,Quag Vampires,{B},1,Black,Common,Creature — Vampire Rogue,Creature,"Vampire,Rogue",Multikicker {1}{B} (You may pay an additional {1}{B} any number of times as you cast this spell.)
Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
Quag Vampires enters the battlefield with a +1/+1 counter on it for each time it was kicked.,,1,1,B,382337,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681718052,0,0,0,0,0
154469,73b89c0974b6db1e70b414590e89d9b82e4b7114,normal,Reckless Spite,{1}{B}{B},3,Black,Uncommon,Instant,Instant,,Destroy two target nonblack creatures. You lose 5 life.,"The end is justified in being mean. Or something like that.",,,B,382341,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681718472,0,0,0,0,0
154470,fc982a119b34cc86401c316a74187b3d4fff8a28,normal,Skeletal Scrying,{X}{B},1,Black,Uncommon,Instant,Instant,,"As an additional cost to cast Skeletal Scrying, exile X cards from your graveyard.
You draw X cards and you lose X life.",His family was a small price to pay for the dark gifts that called to him.,,,B,382364,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681718871,0,0,0,0,0
154471,c2136493633334d74c88be0f94692e25d0f40077,normal,Smallpox,{B}{B},2,Black,Uncommon,Sorcery,Sorcery,,"Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.","Take away a few things, and a rebellion may ensue. Take away everything, and the oppression will be accepted as fate.",,,B,382367,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681719204,0,0,0,0,0
154472,edc33eb9317abe92016ed7b26933f79e970d7cc3,normal,Stronghold Discipline,{2}{B}{B},4,Black,Common,Sorcery,Sorcery,,Each player loses 1 life for each creature he or she controls.,"In Urborg, the instigators of each new rebellion are soaked in the blood of the last.",,,B,382378,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681719576,0,0,0,0,0
154473,e8fdbf9cc8a481f3842a381216ae06953b340604,normal,Syphon Soul,{2}{B},3,Black,Common,Sorcery,Sorcery,,Syphon Soul deals 2 damage to each other player. You gain life equal to the damage dealt this way.,"As Phage drank their energy, a vague memory of Jeska stirred. Then she lost herself again in the joy of her victims' suffering.",,,B,382381,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681719923,0,0,0,0,0
154474,5ee5c37e95cfb6749e8af32a2c4c00557265ee8b,normal,Tragic Slip,{B},1,Black,Common,Instant,Instant,,Target creature gets -1/-1 until end of turn.
Morbid — That creature gets -13/-13 until end of turn instead if a creature died this turn.,Linger on death's door and risk being invited in.,,,B,382384,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681720261,0,0,0,0,0
154475,add233bb9ba22b6356bdf3b167d2dfd3296d51c0,normal,Twisted Abomination,{5}{B},6,Black,Common,Creature — Zombie Mutant,Creature,"Zombie,Mutant","{B}: Regenerate Twisted Abomination.
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, and put it into your hand. Then shuffle your library.)",,5,3,B,382389,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681720602,0,0,0,0,0
154476,245232e72cf8116458602d4f76e3e16bc12e436b,normal,Typhoid Rats,{B},1,Black,Common,Creature — Rat,Creature,Rat,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),Kidnappers caught in Havengul are given two choices: languish in prison or become rat catchers. The smart ones go to prison.,1,1,B,382390,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681721037,0,0,0,0,0
154477,524170951d02284fc27802d4fdf3059c5ac8c831,normal,Unhallowed Pact,{2}{B},3,Black,Common,Enchantment — Aura,Enchantment,Aura,"Enchant creature
When enchanted creature dies, return that card to the battlefield under your control.",Agreements with demons seldom end at the grave.,,,B,382394,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681721395,0,0,0,0,0
154478,a9d7661b29ca47c12b23d589bb03a92053f49096,normal,Vampire Hexmage,{B}{B},2,Black,Uncommon,Creature — Vampire Shaman,Creature,"Vampire,Shaman",First strike
Sacrifice Vampire Hexmage: Remove all counters from target permanent.,"When the blood hunt lost its thrill, she looked for less tangible means of domination.",2,1,B,382397,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681721798,0,0,0,0,0
154479,89e29bbcc8ad6c09b3ff82e177c73e1323032dcb,normal,Victimize,{2}{B},3,Black,Uncommon,Sorcery,Sorcery,,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.","""Die. But die knowing that your pathetic life will yield a great bounty for me.""
—Zul Ashur, lich lord",,,B,382400,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681722155,0,0,0,0,0
154480,bcdfe8596df74e9ffe0a031182eed19cc59379a6,normal,Wakedancer,{2}{B},3,Black,Common,Creature — Human Shaman,Creature,"Human,Shaman","Morbid — When Wakedancer enters the battlefield, if a creature died this turn, create a 2/2 black Zombie creature token.","Hers is an ancient form of necromancy, steeped in shamanic trance and ritual that few skaberen or ghoulcallers comprehend.",2,2,B,382403,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681722517,0,0,0,0,0
154481,ccb7080b0e78dd55c8b0a27112811d6b26879ff0,normal,Zombie Goliath,{4}{B},5,Black,Common,Creature — Zombie Giant,Creature,"Zombie,Giant",,"""Removing the encumbrance of useless brain tissue grants several advantages: a slight increase in mobility, a response of revulsion and horror from the enemy, and, in the case of large specimens, room for passengers.""
—Zul Ashur, lich lord",4,3,B,382414,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681722918,0,0,0,0,0
154482,1635dae68b6d1f56723232a7973050e5e7be935e,normal,Barbed Shocker,{3}{R},4,Red,Uncommon,Creature — Insect,Creature,Insect,"Trample, haste
Whenever Barbed Shocker deals damage to a player, that player discards all the cards in his or her hand, then draws that many cards.",Fervid shamans willingly submit to shockers in hopes of glimpsing the fortunes of the future.,2,2,R,382217,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681723311,0,0,0,0,0
154483,5116d9c90ff206f1d43af1e4ee633116d92d9afd,normal,Boldwyr Intimidator,{5}{R}{R},7,Red,Uncommon,Creature — Giant Warrior,Creature,"Giant,Warrior",Cowards can't block Warriors.
{R}: Target creature becomes a Coward until end of turn.
{2}{R}: Target creature becomes a Warrior until end of turn.,"Now everyone knows what you are.",5,5,R,382220,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681723662,0,0,0,0,0
154484,902edd535e5be1d2c12389873d096d2e44949ddf,normal,Brimstone Volley,{2}{R},3,Red,Common,Instant,Instant,,Brimstone Volley deals 3 damage to target creature or player.
Morbid — Brimstone Volley deals 5 damage to that creature or player instead if a creature died this turn.,,,,R,382226,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681724036,0,0,0,0,0
154485,54bd88dc597a41e2a7eebe90201ad69e14e3a3ef,normal,Chartooth Cougar,{5}{R},6,Red,Common,Creature — Cat Beast,Creature,"Cat,Beast","{R}: Chartooth Cougar gets +1/+0 until end of turn.
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, and put it into your hand. Then shuffle your library.)",,4,4,R,382229,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681724374,0,0,0,0,0
154486,b70537ef95cdf42bb3f4cfb82dd828c0225768c1,normal,Cinder Wall,{R},1,Red,Common,Creature — Wall,Creature,Wall,"Defender
When Cinder Wall blocks, destroy it at end of combat.","The smell of roasted flesh hung over the valley for hours."
—Onean sergeant,3,3,R,382230,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681724723,0,0,0,0,0
154487,e29db98d8c7affeaafbd42edf13f0e2db19de05c,normal,Deathforge Shaman,{4}{R},5,Red,Uncommon,Creature — Ogre Shaman,Creature,"Ogre,Shaman","Multikicker {R} (You may pay an additional {R} any number of times as you cast this spell.)
When Deathforge Shaman enters the battlefield, it deals damage to target player equal to twice the number of times it was kicked.",,4,3,R,382247,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681725123,0,0,0,0,0
154488,947a866130b6e29f44705a2d8de972b3b0e3603f,normal,Flaring Flame-Kin,{2}{R},3,Red,Uncommon,Creature — Elemental Warrior,Creature,"Elemental,Warrior","As long as Flaring Flame-Kin is enchanted, it gets +2/+2, has trample, and has ""{R}: Flaring Flame-Kin gets +1/+0 until end of turn.""","A flame-kin is always formidable, but feeding its fire with a sorcerous gift grants it the power to devastate armies.",2,2,R,382270,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681725453,0,0,0,0,0
154489,b0bbcff1fb3a8e29949f75ccc0d30d3ee05f2ba4,normal,Flowstone Blade,{R},1,Red,Common,Enchantment — Aura,Enchantment,Aura,Enchant creature
{R}: Enchanted creature gets +1/-1 until end of turn.,"""Remember the fable of the elf who came upon a cave of gold. In trying to free the largest piece, she was crushed by its weight.""
—Karn",,,R,382271,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681725815,0,0,0,0,0
154490,dff4be29b82fec789eb33c4915d926472d44851a,normal,Heartless Hidetsugu,{3}{R}{R},5,Red,Rare,Legendary Creature — Ogre Shaman,Creature,"Ogre,Shaman","{T}: Heartless Hidetsugu deals damage to each player equal to half that player's life total, rounded down.","Hidetsugu held over a dozen oni in blood oath. At his touch, rocks scorched. At his word, cities burned.",4,3,R,382282,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681726180,0,0,0,0,0
154491,547de54516077d029789ea80541e1d5dab1e2efc,normal,Heckling Fiends,{2}{R},3,Red,Uncommon,Creature — Devil,Creature,Devil,{2}{R}: Target creature attacks this turn if able.,"Their language may be a cacophonous agglomeration of chittering snorts and mad barking, but the message they send is all too clear.",2,2,R,382283,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681726558,0,0,0,0,0
154492,31614d372f47e72a50fad32ca88b71b6bd906a38,normal,Lizard Warrior,{3}{R},4,Red,Common,Creature — Lizard Warrior,Creature,"Lizard,Warrior",,Don't let its appearance frighten you. Let its claws and teeth do that.,4,2,R,382297,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681726893,0,0,0,0,0
154493,38f5104d0818be94365d2aaf4348599a4238b896,normal,Mana Geyser,{3}{R}{R},5,Red,Common,Sorcery,Sorcery,,Add {R} to your mana pool for each tapped land your opponents control.,The Quicksilver Sea hissed and bubbled at the indignity. The Vulshok shaman just smiled.,,,R,382302,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681727294,0,0,0,0,0
154494,75d9fb9fbccdc8a1b7e97ea7184ba3241f6981df,normal,Orcish Cannonade,{1}{R}{R},3,Red,Common,Instant,Instant,,Orcish Cannonade deals 2 damage to target creature or player and 3 damage to you.
Draw a card.,"""Crispy! Scarback! Load another volcano-ball.""
—Stumphobbler Thuj, orcish captain",,,R,382319,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681727631,0,0,0,0,0
154495,b63a6c66cd7a739b2716daa9862ff125c1e8d711,normal,Pitchburn Devils,{4}{R},5,Red,Common,Creature — Devil,Creature,Devil,"When Pitchburn Devils dies, it deals 3 damage to target creature or player.","The ingenuity of goblins, the depravity of demons, and the smarts of sheep.",3,3,R,382326,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681728011,0,0,0,0,0
154496,1f7bf07fe68187a9735078d11216f4d3b2cdfa9e,normal,Power of Fire,{1}{R},2,Red,Common,Enchantment — Aura,Enchantment,Aura,Enchant creature
Enchanted creature has "{T}: This creature deals 1 damage to target creature or player.",The cinders believe their flame was stolen by one they call the Extinguisher. All who now wield fire draw their desperate wrath.,,,R,382331,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681728400,0,0,0,0,0
154497,8a76a22a8fc009498ba442e56b87c74bdfd922ad,normal,Skitter of Lizards,{R},1,Red,Common,Creature — Lizard,Creature,Lizard,Multikicker {1}{R} (You may pay an additional {1}{R} any number of times as you cast this spell.)
Haste
Skitter of Lizards enters the battlefield with a +1/+1 counter on it for each time it was kicked.,,1,1,R,382365,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681728767,0,0,0,0,0
154498,9b8a8073148b083ce3af54ccc5bf1c7579eb42cc,normal,Sulfuric Vortex,{1}{R}{R},3,Red,Rare,Enchantment,Enchantment,,"At the beginning of each player's upkeep, Sulfuric Vortex deals 2 damage to that player.
If a player would gain life, that player gains no life instead.",,,,R,382379,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681729108,0,0,0,0,0
154499,3b7b600406150c56613c4552176ae6fd6d422a8e,normal,Torch Fiend,{1}{R},2,Red,Common,Creature — Devil,Creature,Devil,"{R}, Sacrifice Torch Fiend: Destroy target artifact.",Devils redecorate every room with fire.,2,1,R,382383,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681729519,0,0,0,0,0
154500,d51ce47539f26b5e9f0e13c3d7a06103bb717acc,normal,Trumpet Blast,{2}{R},3,Red,Common,Instant,Instant,,Attacking creatures get +2/+0 until end of turn.,Keldon warriors don't need signals to tell them when to attack. They need signals to tell them when to stop.,,,R,382387,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681729853,0,0,0,0,0
154501,568be0097bca725e8a45aeff0e6956f876cc09aa,normal,Uncontrollable Anger,{2}{R}{R},4,Red,Uncommon,Enchantment — Aura,Enchantment,Aura,Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +2/+2 and attacks each combat if able.,,,,R,382392,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681730245,0,0,0,0,0
154502,7165c0a2a6493653063e7fd91d27bb707e473d8f,normal,Vent Sentinel,{3}{R},4,Red,Common,Creature — Elemental,Creature,Elemental,"Defender
{1}{R}, {T}: Vent Sentinel deals damage to target player equal to the number of creatures with defender you control.","""Zendikar fortifies itself against the Great Threat, making sentries of sky, sea, and stone.""
—The War Diaries",2,4,R,382399,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681730592,0,0,0,0,0
154503,4a65ed3df1f2169fd039d1735af9573086c915a3,normal,Volcanic Fallout,{1}{R}{R},3,Red,Uncommon,Instant,Instant,,Volcanic Fallout can't be countered.
Volcanic Fallout deals 2 damage to each creature and each player.,"""How can we outrun the sky?""
—Hadran, sunseeder of Naya",,,R,382401,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681730985,0,0,0,0,0
154504,7d211a78a5139d6b3b736d856a5a11da155576ea,normal,Wrap in Flames,{3}{R},4,Red,Common,Sorcery,Sorcery,,Wrap in Flames deals 1 damage to each of up to three target creatures. Those creatures can't block this turn.,"""Our pyromancer's flames may not have killed them, but they bought us the time we needed.""
—The War Diaries",,,R,382412,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681731317,0,0,0,0,0
154505,a6c8a722b33762165c94be33e954eb8beb3cb1fd,normal,Charging Rhino,{3}{G}{G},5,Green,Common,Creature — Rhino,Creature,Rhino,Charging Rhino can't be blocked by more than one creature.,"Is it wrong to go straight for what you want? Sneaking is for cats and goblins."
—Tahngarth of the Weatherlight,4,4,G,382228,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681731678,0,0,0,0,0
154506,cb7fa0f5ef1337330e0e98ecdfb332257188da49,normal,Copperhorn Scout,{G},1,Green,Common,Creature — Elf Scout,Creature,"Elf,Scout","Whenever Copperhorn Scout attacks, untap each other creature you control.","Fangren spur may sound louder, but Viridian resurgents claim that the horn of the vorrac creates a truer, more inspiring note.",1,1,G,382237,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681732019,0,0,0,0,0
154507,fc852941b58778cd5ddee180989319ae17ddbec2,normal,Echoing Courage,{1}{G},2,Green,Common,Instant,Instant,,Target creature and all other creatures with the same name as that creature get +2/+2 until end of turn.,A single seed unleashes a flurry of growth.,,,G,382256,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681732351,0,0,0,0,0
154508,b19b0ad928fc8389824b0efcf8575f77ed8d4251,normal,Elephant Guide,{2}{G},3,Green,Uncommon,Enchantment — Aura,Enchantment,Aura,"Enchant creature
Enchanted creature gets +3/+3.
When enchanted creature dies, create a 3/3 green Elephant creature token.",Nature's strength outlives the strong.,,,G,382258,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681732689,0,0,0,0,0
154509,9c7c3e69668465cd403fae54c83e7b5e87268303,normal,Elvish Aberration,{5}{G},6,Green,Common,Creature — Elf Mutant,Creature,"Elf,Mutant","{T}: Add {G}{G}{G} to your mana pool.
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, and put it into your hand. Then shuffle your library.)",,4,5,G,382259,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681733024,0,0,0,0,0
154510,09d2f4c1f79757d26840fd58df9d5b0d64850784,normal,Exploration,{G},1,Green,Rare,Enchantment,Enchantment,,You may play an additional land on each of your turns.,"Only when we journey into the unknown can we find the impossible."
—Cyrul the Wanderer,,,G,382262,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681733404,0,0,0,0,0
154511,dd3bee2effedfdcad8ba68808bec4eefc80b3614,normal,Gamekeeper,{3}{G},4,Green,Uncommon,Creature — Elf,Creature,Elf,"When Gamekeeper dies, you may exile it. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and put all other cards revealed this way into your graveyard.",,2,2,G,382273,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681734000,0,0,0,0,0
154512,c24b3caa175d473244ad3affb310edbe50ce6b03,normal,Gnarlid Pack,{1}{G},2,Green,Common,Creature — Beast,Creature,Beast,Multikicker {1}{G} (You may pay an additional {1}{G} any number of times as you cast this spell.)
Gnarlid Pack enters the battlefield with a +1/+1 counter on it for each time it was kicked.,,2,2,G,382275,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681734338,0,0,0,0,0
154513,f522b294c35018bbe6507fbb3f47ce75b83d875c,normal,Howling Wolf,{2}{G}{G},4,Green,Common,Creature — Wolf,Creature,Wolf,"When Howling Wolf enters the battlefield, you may search your library for up to three cards named Howling Wolf, reveal them, and put them into your hand. If you do, shuffle your library.",,2,2,G,382284,Magic: The Gathering—Conspiracy,-1,0,-1,0,1517681734701,0,0,0,0,0
154514,10e92ecfccec17417dcaad698a064ccc2ac402e4,normal,Hunger of the Howlpack,{G},1,Green,Common,Instant,Instant,,Put a +1/+1 counter on target creature.
